-0.423481014,2.104198925
-0.411046171,2.080226888
-0.276792773,2.069521229
-0.228258103,2.094102961
-0.179241553,2.070496741
-0.179362023,2.082543729
-0.21582326,2.070130924
-0.325568384,2.069033473
-0.447266469,2.043720106
-0.422517255,2.00782302
-0.361306802,1.984338739
-0.337521346,2.044817558
-0.276913243,2.081568217
-0.301903398,2.141559279
-0.31445871,2.177578304
-0.41225087,2.200696768
-0.387381185,2.152752694
-0.313374481,2.069155412
-0.337400876,2.03277057
-0.361547742,2.008432715
-0.386296957,2.044329802
-0.422878664,2.043963984
-0.398370389,2.032160874
-0.275949484,1.985192312
-0.275588074,1.949051348
-0.312290252,1.960732519
-0.202424659,1.949782982
-0.202906539,1.997970935
-0.251923089,2.021577155
-0.313013071,2.033014448
-0.288143387,1.985070373
-0.666997655,2.06561918
-0.717821253,2.269930221
-0.6578155,2.366915821
-0.548190847,2.38006026
-0.461990239,2.296584917
-0.253971077,2.226375952
-0.227776223,2.045915009
-0.226571524,1.925445128
-0.177193565,1.865697944
-0.214498092,1.937614055
-0.264116991,2.021455216
-0.302023868,2.153606267
-0.279081701,2.298414002
-0.377114801,2.345626442
-0.437843374,2.320922771
-0.375548693,2.189015597
-0.325447914,2.056986485
-0.336437117,1.936394665
-0.34851055,1.924225738
-0.385815077,1.996141849
-0.411046171,2.080226888
-0.399816028,2.176724731
-0.4121304,2.18864978
-0.424444773,2.200574829
-0.41188946,2.164555804
-0.326411673,2.153362389
-0.228378573,2.106149949
-0.26483981,2.093737144
-0.350558538,2.129024535
-0.386537896,2.068423778
-0.471533805,2.03142924
-0.617619696,2.005871996
-0.653719524,1.957318226
-0.593111421,1.994068886
-0.459339902,2.031551179
-0.374825873,2.116733669
-0.2656831,2.178066061
-0.229583271,2.22661983
-0.204954527,2.202769732
-0.290070905,2.177822183
-0.435915856,2.128170962
-0.459701312,2.067692144
-0.287541037,1.924835433
-0.287300097,1.900741457
-0.385453667,1.960000885
-0.54505863,2.06683857
-0.508717862,2.091298364
-0.460424131,2.139974072
-0.399936498,2.188771719
-0.375910102,2.225156562
-0.364077609,2.261419465
-0.448591638,2.176236975
-0.472256624,2.103711169
-0.435193037,2.055889033
-0.447266469,2.043720106
-0.434711157,2.007701081
-0.410684762,2.044085923
-0.374825873,2.116733669
-0.41188946,2.164555804
-0.387863065,2.200940646
-0.436638675,2.20045289
-0.436036326,2.14021795
-0.374825873,2.116733669
-0.435674916,2.104076986
-0.570530664,2.175017585
-0.509320211,2.151533304
-0.447989289,2.116002035
-0.435072567,2.043842045
-0.44702553,2.01962613
-0.435072567,2.043842045
-0.373741644,2.008310776
-0.264237461,2.033502204
-0.277033713,2.093615205
-0.400177437,2.212865696
-0.51064538,2.284050173
-0.535153655,2.295853283
-0.51028397,2.247909208
-0.448230228,2.140096011
-0.338123696,2.105052498
-0.338003226,2.09300551
-0.301421518,2.093371327
-0.301541988,2.105418315
-0.423360544,2.092151937
-0.435554446,2.092029998
-0.410805232,2.056132912
-0.484330057,2.091542242
-0.460665071,2.164068048
-0.46090601,2.188162024
-0.411768991,2.152508816
-0.399695558,2.164677743
-0.436036326,2.14021795
-0.460303661,2.127927084
-0.411287111,2.104320864
-0.301421518,2.093371327
-0.26532169,2.141925096
-0.265924039,2.202160037
-0.315301999,2.261907221
-0.375789632,2.213109574
-0.460665071,2.164068048
-0.459339902,2.031551179
-0.531539558,1.934443641
-0.519466126,1.946612568
-0.49580114,2.019138374
-0.472858973,2.163946109
-0.388585884,2.273222575
-0.352847466,2.357917308
-0.218714538,2.359258638
-0.193844853,2.311314564
-0.31457918,2.189625293
-0.422637724,2.019870008
-0.482523008,1.910837421
-0.469485817,1.826630443
-0.506428934,1.86240559
-0.49580114,2.019138374
-0.50992256,2.211768244
-0.438204784,2.357063735
-0.304433265,2.394546029
-0.255175775,2.346845833
-0.290552784,2.226010135
-0.337762286,2.068911534
-0.458737553,1.971316239
-0.494355501,1.874574517
-0.482282069,1.886743444
-0.422035375,1.959635068
-0.350438068,2.116977547
-0.339689804,2.261663343
-0.365764188,2.430077298
-0.415503557,2.525965446
-0.438927603,2.429345664
-0.523441632,2.344163174
-0.190230757,1.949904921
-0.185652901,1.492119375
-0.225969175,1.865210188
-0.029180156,1.698503379
-0.289107146,2.081446278
-0.082051742,2.107613218
-0.364439019,2.297560429
-0.045710974,2.132073011
0.017186057,1.939930897
0.031187008,1.759348015
-0.114778413,1.721743782
-0.274262906,1.816534479
-0.311687903,1.900497579
-0.373862114,2.020357764
-0.41188946,2.164555804
-0.351281357,2.201306464
-0.265924039,2.202160037
-0.16728859,2.094712656
-0.093161416,1.999068386
-0.153889989,1.974364715
-0.301060109,2.057230363
-0.289709495,2.141681218
-0.21654608,2.142412852
-0.21618467,2.106271888
-0.289227616,2.093493266
-0.301060109,2.057230363
-0.288745736,2.045305314
-0.288384326,2.00916435
-0.324604624,1.972657568
-0.34863102,1.936272726
-0.410202882,1.995897971
-0.337280407,2.020723581
-0.264116991,2.021455216
-0.143382664,2.143144487
0.002703227,2.168701731
-0.132152521,2.23964233
-0.21678702,2.166506829
-0.301180578,2.069277351
-0.226571524,1.925445128
-0.384730848,1.887718957
-0.482282069,1.886743444
-0.470690515,1.947100324
-0.422155845,1.971682056
-0.276069954,1.9972393
-0.166083891,1.974242776
-0.142659845,2.070862558
-0.131309232,2.155313414
-0.131068292,2.131219438
-0.16777047,2.142900609
-0.374343994,2.068545717
-0.422396785,1.995776032
-0.044988155,2.059791082
-0.169818457,2.347699406
-0.155697037,2.155069536
-0.374825873,2.116733669
